pose,angle,mean,std,min,max,ci_lower,ci_upper
Trikonasana,right_hip,133.81075900055,16.915206950271997,84.3879320640842,166.47404942836732,129.44109769539034,138.18042030570967
Trikonasana,left_hip,89.55817481520849,11.138137767415175,59.37827744931747,115.93394814607937,86.6808887283818,92.43546090203517
Trikonasana,upper_back,121.58186998400281,13.351230696299325,82.65603057581225,153.4419325610792,118.13288137148446,125.03085859652116
Trikonasana,lower_back,142.53255831479902,16.110040511516537,75.08538791225654,168.76573694665308,138.3708935562962,146.69422307330183
Trikonasana,right_shoulder,121.74226818686351,14.187766572526616,88.98109535591959,151.50202348141107,118.07717944270182,125.4073569310252
Trikonasana,left_shoulder,101.42071056531104,16.031948816940623,64.59954740029266,129.40250347280343,97.27921903064438,105.5622020999777
Trikonasana,hip_width,96.12907921085875,13.232549108354764,71.83868821395477,131.58567524430558,92.71074930349256,99.54740911822493
Trikonasana,shoulder_width,152.0531847409301,17.7797891247347,75.09795831862606,177.1474778916627,147.4601781770345,156.64619130482572
Trikonasana,torso_twist,64.26084339867509,10.732634158385444,45.53903198824743,95.51234134795953,61.48831000182074,67.03337679552943
Trikonasana,neck_tilt,116.11824330347616,13.279775176249702,90.60819777347578,158.71086451748482,112.68771360913239,119.54877299781994
Trikonasana,right_ankle_flex,77.54617238276622,12.445267351747471,48.484928339553626,107.04408635869805,74.33121891875179,80.76112584678064
Trikonasana,left_ankle_flex,85.63559878351697,11.256364943729498,66.23655591544895,114.70608137716187,82.72777137850967,88.54342618852426
Trikonasana,right_wrist_flex,171.83930195724562,4.530271312235404,152.5826537917526,179.10467311523323,170.66900878181204,173.0095951326792
Trikonasana,left_wrist_flex,165.68119648017222,8.389047605633058,126.03963440441913,176.54965576725687,163.51407568660204,167.8483172737424
Trikonasana,pelvis_tilt,52.50080789697673,14.009070797267803,27.26314309124655,96.22568959158858,48.88188116648945,56.11973462746401
Trikonasana,spine_alignment,134.86576826385024,11.965189866298,106.35410073019555,174.17835606659685,131.7748319648527,137.9567045628478
Veerabhadrasana,right_arm,151.21701793295753,12.678615882792982,127.24999434890428,173.26206224401514,147.94178415137304,154.49225171454202
Veerabhadrasana,left_arm,139.8563452209209,17.00247998512353,109.39096567392995,175.2937252347809,135.46413890023194,144.24855154160986
Veerabhadrasana,right_leg,90.35564151120185,25.296244274272485,37.649317019757376,170.59931459599937,83.82092868763938,96.89035433476433
Veerabhadrasana,left_leg,107.78635781782275,31.33261049409904,60.295982442505895,160.33362061669567,99.6922862484824,115.88042938716309
Veerabhadrasana,right_hip,103.20644667281499,18.37288910567541,48.02338216477568,141.55425171618324,98.46022613734772,107.95266720828226
Veerabhadrasana,left_hip,107.93384563448748,20.531238202873347,64.50788573773445,148.41430696154984,102.63006440462382,113.23762686435114
Veerabhadrasana,upper_back,125.76248777206128,10.535014920840618,74.77528928381015,143.96168639013908,123.04100483755087,128.48397070657168
Veerabhadrasana,lower_back,136.73854129846129,10.464059400704766,90.74634289299401,156.09233062729965,134.03538811845146,139.4416944784711
Veerabhadrasana,right_shoulder,104.22827335727892,9.267014885600297,74.0651299320051,123.88519382192322,101.8343495655694,106.62219714898845
Veerabhadrasana,left_shoulder,101.52918950827626,9.6273045885146,77.52939331251176,120.12330908324974,99.0421930170662,104.01618599948632
Veerabhadrasana,hip_width,105.44157992947297,28.404360575377243,57.916791024668875,153.3119289476805,98.10395552624134,112.7792043327046
Veerabhadrasana,shoulder_width,133.0017408259452,25.436930348150653,94.42861559702844,168.0436757294882,126.4306849357559,139.57279671613452
Veerabhadrasana,torso_twist,82.53892278654286,11.057685904239888,52.857848044491185,109.85316419946585,79.68241961975247,85.39542595333324
Veerabhadrasana,neck_tilt,143.14616507601383,8.96761572453492,99.13480408758876,155.347281876827,140.82958428890075,145.4627458631269
Veerabhadrasana,right_ankle_flex,76.63805893011796,13.450600760574218,40.052918834110145,124.98453832695915,73.16340030800235,80.11271755223358
Veerabhadrasana,left_ankle_flex,77.64211568728365,12.258831362149916,35.52341396486884,98.98743644338401,74.47532374633118,80.80890762823611
Veerabhadrasana,right_wrist_flex,168.31119204376665,14.171024559470881,70.82438923278052,177.7891635569507,164.65042822018296,171.97195586735035
Veerabhadrasana,left_wrist_flex,168.93291800360132,5.737385337862431,137.5800228335801,177.0730076500133,167.45079420947033,170.4150417977323
Veerabhadrasana,pelvis_tilt,62.66594181005514,13.91986997905117,30.50670372762304,94.86621792242204,59.07005809434715,66.26182552576313
Veerabhadrasana,spine_alignment,110.36773850573937,13.426307182090719,53.37847574215034,129.36630546815707,106.89935558040803,113.83612143107071
Padhahastasana,right_arm,128.59104263857097,30.3518339213576,67.064430958759,175.89670925016938,119.67941034661446,137.50267493052746
Padhahastasana,left_arm,122.36561551566652,29.603056110330655,33.36928814329197,173.42027079175986,113.67383262515105,131.057398406182
Padhahastasana,right_leg,146.9662213364322,31.466243354770207,55.067030587874925,175.4487898300685,137.72738617696552,156.20505649589887
Padhahastasana,left_leg,152.0005732679754,23.34289441576252,66.79876233883965,178.393321873605,145.14684270914873,158.85430382680207
Padhahastasana,right_hip,53.66083254424807,40.47750451363238,13.674563044095322,172.06039721172954,41.776191989870426,65.54547309862572
Padhahastasana,left_hip,59.67323272968724,43.96680776871924,4.777597318625777,167.5311689645375,46.76409435929525,72.58237110007923
Padhahastasana,upper_back,86.44600699502651,34.729288341279236,28.274873609709164,169.05466050232545,76.24910593591022,96.6429080541428
Padhahastasana,lower_back,67.24423141638677,49.059526906228754,12.664034647791276,173.02423193993775,52.839814690252354,81.64864814252118
Padhahastasana,right_shoulder,107.34948294566591,39.747515504675285,26.549931738551578,162.53326317808944,95.67917519377562,119.0197906975562
Padhahastasana,left_shoulder,102.8179778996231,45.084412130978045,27.450158945095012,165.08769522237884,89.58069859546931,116.05525720377689
Padhahastasana,hip_width,88.84932468735224,22.72896920697726,17.781083766095982,132.31069094492068,82.1758493226477,95.52280005205678
Padhahastasana,shoulder_width,104.35680817503722,22.682507824304874,55.44889411287131,145.07662234029968,97.69697438333367,111.01664196674076
Padhahastasana,torso_twist,75.64481178523077,22.93047167170374,26.1226238636259,160.8903662983327,68.91217308047179,82.37745048998976
Padhahastasana,neck_tilt,117.17998217877165,23.811738160678065,53.40518813598679,169.7485900371409,110.18859393942732,124.17137041811598
Padhahastasana,right_ankle_flex,93.32555671119148,30.486629810955254,30.035670364094383,173.041478656544,84.37434686337215,102.27676655901081
Padhahastasana,left_ankle_flex,91.7596341100725,33.834307001941134,28.57578830766869,172.96764401408254,81.8255094164638,101.69375880368119
Padhahastasana,right_wrist_flex,112.73846953127277,30.97012310600449,40.49040746938607,164.14537688017603,103.64530073387995,121.83163832866559
Padhahastasana,left_wrist_flex,124.96875215982504,28.864206411128595,57.69991551686456,163.57639435217928,116.49390366791533,133.44360065173476
Padhahastasana,pelvis_tilt,46.54365002677054,21.553267480207893,17.62284138098318,141.5511580541406,40.21537362108555,52.87192643245554
Padhahastasana,spine_alignment,62.75137517185824,34.95910533132784,17.120477768811323,162.05535435496773,52.48699731660952,73.01575302710697
Ashwasanchalasana,right_arm,145.7608200708295,24.079786998714276,47.85248126776367,177.48391561351588,139.7458682439802,151.77577189767882
Ashwasanchalasana,left_arm,144.05504443650057,20.37507824619617,71.87457281234875,178.67678633381513,138.9655013219498,149.14458755105133
Ashwasanchalasana,right_leg,123.56517643046271,46.64749423439674,13.156747177278069,178.8670970793056,111.91297906351302,135.2173737974124
Ashwasanchalasana,left_leg,123.8730813083921,45.09310662240641,13.720521867597245,175.9406329027322,112.60915841442144,135.13700420236276
Ashwasanchalasana,right_hip,112.3033782047471,52.03959753280749,10.251672872543109,176.6981203580617,99.30427350896316,125.30248290053105
Ashwasanchalasana,left_hip,116.64974242396408,48.504211427436196,5.856581025482242,177.2630709874226,104.53375090165864,128.76573394626953
Ashwasanchalasana,upper_back,124.86179992924295,36.94261900035236,26.761708948281584,166.92527567171462,115.6338082673303,134.0897915911556
Ashwasanchalasana,lower_back,138.54217697530765,31.854619953468575,50.804865809919676,178.27961326544167,130.58512966035684,146.49922429025847
Ashwasanchalasana,right_shoulder,66.11143672256397,30.849480863511832,6.289589241149301,119.28120253327847,58.405465681904786,73.81740776322314
Ashwasanchalasana,left_shoulder,59.40503583216865,28.00584724580443,10.276273940094004,122.12872504590943,52.40938333480192,66.40068832953538
Ashwasanchalasana,hip_width,102.09166499824994,40.78939677551393,35.53949787691994,166.95926720874124,91.90277683806565,112.28055315843423
Ashwasanchalasana,shoulder_width,106.57280761647309,19.721533931059234,53.313147086809415,142.5954750601352,101.64651501458133,111.49910021836484
Ashwasanchalasana,torso_twist,84.16717726283363,35.65225722793833,25.49798344707859,147.91206482293586,75.26150838146272,93.07284614420455
Ashwasanchalasana,neck_tilt,134.02561214470512,29.48008649574499,68.68353004387649,173.25029630961285,126.66170563952194,141.3895186498883
Ashwasanchalasana,right_ankle_flex,103.67137307556,36.814068338337506,31.402002686467178,162.41924139101727,94.47549241360637,112.86725373751362
Ashwasanchalasana,left_ankle_flex,84.05826693198824,37.22896544750667,33.25258091540269,165.13017365095521,74.7587480557562,93.35778580822029
Ashwasanchalasana,right_wrist_flex,123.93177549227438,25.08326031006578,51.15934720996843,169.52106790991579,117.66616349024865,130.1973874943001
Ashwasanchalasana,left_wrist_flex,110.60652641977342,32.67998665845263,17.42401732610462,167.41010408993085,102.44330863619557,118.76974420335127
Ashwasanchalasana,pelvis_tilt,61.15293560003329,33.03145636535363,14.971321993503423,140.88094782692335,52.90192329585942,69.40394790420716
Ashwasanchalasana,spine_alignment,100.28814344617258,37.880502615295505,29.337078883995733,155.9381814952904,90.82587542777159,109.75041146457357
Astangasana,right_arm,110.25137248880019,28.40804036999797,39.116489885043514,164.7903264581199,101.61453880533355,118.88820617226682
Astangasana,left_arm,117.13802032016919,25.870346330678817,32.803028647527256,162.39248879054455,109.27271614284447,125.0033244974939
Astangasana,right_leg,122.01842740788526,32.38467918039692,19.877972257209315,179.05365473816445,112.17258502204761,131.8642697937229
Astangasana,left_leg,125.82143749910728,32.89796961528333,33.88519952774369,179.5746555025168,115.81954055759847,135.82333444061607
Astangasana,right_hip,118.07275646624613,27.367076076689376,66.25830916287572,171.93314988318014,109.75240485456747,126.3931080779248
Astangasana,left_hip,119.70293172319792,29.43398549213415,48.07033638261204,169.7288691520778,110.75418221333686,128.65168123305898
Astangasana,upper_back,97.15378361035587,30.277560880032475,34.534566601024444,160.96848567124226,87.94856374105254,106.35900347965921
Astangasana,lower_back,140.70982915359616,21.853559649829577,37.80886499556734,171.710126632419,134.06573974690016,147.35391856029216
Astangasana,right_shoulder,60.164151734257636,28.375576953867917,8.081186913783727,132.230241490481,51.537187831397496,68.79111563711778
Astangasana,left_shoulder,65.25588722112518,27.284126136105545,12.95875830992469,126.2557354093768,56.960754696421375,73.55101974582898
Astangasana,hip_width,93.94189029868329,20.306837475412735,47.165041651806476,159.90930452909157,87.76804741378106,100.11573318358552
Astangasana,shoulder_width,129.18006893107042,26.196041437971726,54.47177789626342,160.85418971711863,121.21574439061715,137.1443934715237
Astangasana,torso_twist,77.85652393858484,16.42415892132065,44.18249217706566,131.18396090156747,72.86312322714107,82.84992465002861
Astangasana,neck_tilt,114.47157619805597,23.02078823487255,65.560434806053,175.40391708523777,107.47261686621545,121.4705355298965
Astangasana,right_ankle_flex,105.16230341280063,33.33825766404742,70.80396696674617,169.45306182842083,95.02654666961365,115.2980601559876
Astangasana,left_ankle_flex,106.4872109275987,34.258329410410674,58.03912679609067,169.83291898811567,96.0717268062928,116.90269504890459
Astangasana,right_wrist_flex,117.51625050331023,34.206750846085825,29.642618071545943,164.5904090986099,107.11644769883941,127.91605330778106
Astangasana,left_wrist_flex,104.5781781749714,29.533800833468437,43.48793067243693,158.9142002200194,95.59908202764663,113.55727432229617
Astangasana,pelvis_tilt,44.06799630344762,20.5210887919545,17.83320592691202,116.02060647689154,37.82901506463804,50.3069775422572
Astangasana,spine_alignment,65.02242278870784,25.22680682805272,28.063926666101167,144.9186254517026,57.352772503046566,72.69207307436912
Bhujangasana,right_arm,145.8269925692189,16.03543425014838,99.23168412950874,174.75274104794602,141.2697725788182,150.3842125596196
Bhujangasana,left_arm,143.67436455411323,17.022614701189674,108.05775663878768,171.60268615081247,138.83659098371973,148.51213812450672
Bhujangasana,right_leg,163.08672240101959,14.40239271701794,90.3053465314921,179.7555385803745,158.9936076792285,167.17983712281068
Bhujangasana,left_leg,168.33290221557633,11.745454432731574,105.12236505772668,179.1983123168151,164.99488099942562,171.67092343172703
Bhujangasana,right_hip,140.94136351813552,19.842141660494597,105.40480391561637,176.44558569688476,135.30228925192213,146.5804377843489
Bhujangasana,left_hip,140.8858408816344,21.345401666876874,109.5373774467982,176.64317592335144,134.8195448486147,146.95213691465412
Bhujangasana,upper_back,112.49966223057866,31.098659121204875,53.22987397664706,165.9880281934605,103.66152109819865,121.33780336295868
Bhujangasana,lower_back,138.44947828335688,21.898424743083623,93.1961466527746,174.1990276308458,132.22601483106263,144.67294173565114
Bhujangasana,right_shoulder,65.16734966229166,33.27564716226835,12.180173002683144,139.67333601387588,55.71051537418958,74.62418395039373
Bhujangasana,left_shoulder,51.807560701423284,29.84487416029983,11.53454133486143,120.2738138707665,43.32574131240031,60.28938009044626
Bhujangasana,hip_width,90.95942871610441,37.33550697162853,29.655193531504928,154.10863795504633,80.34879503642868,101.57006239578014
Bhujangasana,shoulder_width,106.36444756808352,17.38217114089322,78.02227354208794,154.21824536730657,101.42448918815305,111.304405948014
Bhujangasana,torso_twist,74.04005317507811,25.483168621093913,34.615605350337354,130.9295239463799,66.79781678489577,81.28228956526046
Bhujangasana,neck_tilt,120.463330032398,23.677669293294883,72.82722128681355,160.44764321163953,113.7342108737758,127.19244919102022
Bhujangasana,right_ankle_flex,90.79479685726508,30.82983441446765,27.572820422185625,160.86887411546266,82.03305486121934,99.55653885331083
Bhujangasana,left_ankle_flex,85.99276785133335,29.260860345851174,34.40083174822076,165.256869070511,77.67692335194275,94.30861235072396
Bhujangasana,right_wrist_flex,128.7933870023459,20.53542708335398,82.24579647598273,166.852710867055,122.95728319899484,134.62949080569695
Bhujangasana,left_wrist_flex,122.35393765837254,21.723473811206226,64.72233785889308,161.54534437606648,116.1801947107839,128.5276806059612
Bhujangasana,pelvis_tilt,46.412888570310706,23.54222267232692,19.896163004469017,107.17546124406277,39.72226291545512,53.10351422516629
Bhujangasana,spine_alignment,84.30854236096295,34.74811613198843,37.39006574615226,151.65730715470946,74.43323702185138,94.18384770007451
ArdhaChandrasana,right_arm,146.65226089969812,9.99786723183859,124.13667005599056,173.14040174336057,144.02345571865627,149.28106608073998
ArdhaChandrasana,left_arm,141.35766555454117,10.5446786730446,117.74754918073126,165.94591543967312,138.58508363428462,144.13024747479773
ArdhaChandrasana,right_leg,127.06101915756236,16.29566055465333,96.37756536864245,160.95154736054863,122.77629363548779,131.34574467963694
ArdhaChandrasana,left_leg,150.02298896503524,21.992251741411057,107.92094237572542,177.74473981747747,144.24042114532173,155.80555678474875
ArdhaChandrasana,right_hip,93.02397735189712,37.825365190587064,40.566263832241525,163.09577427954238,83.07830457169067,102.96965013210357
ArdhaChandrasana,left_hip,110.3587958725709,33.13881772798853,57.235101514592046,172.3331842753862,101.64538793097363,119.07220381416816
ArdhaChandrasana,upper_back,131.79531470989645,14.901650154972081,93.14326929732199,163.70554655981505,127.87712553763839,135.7135038821545
ArdhaChandrasana,lower_back,115.4524507416521,42.812110815936215,49.29737524041461,175.13235625420137,104.19558003968201,126.70932144362219
ArdhaChandrasana,right_shoulder,108.95267543675811,17.438862838008568,66.3077712036151,139.18582172460978,104.36736019731934,113.53799067619688
ArdhaChandrasana,left_shoulder,107.72003773483493,18.298859789637483,69.73233420382726,140.6575188503786,102.90859782403398,112.53147764563589
ArdhaChandrasana,hip_width,122.22568850439427,19.469951689026086,69.82519312692133,170.957042220488,117.10632567551484,127.3450513332737
ArdhaChandrasana,shoulder_width,151.24684061018075,16.445937690072824,97.2184776638919,176.15223718555015,146.9226017296046,155.57107949075692
ArdhaChandrasana,torso_twist,83.24441605743432,17.601226327687343,44.943799395688124,128.30119831009083,78.61640951464234,87.8724226002263
ArdhaChandrasana,neck_tilt,136.11919546991547,13.511054989151805,105.72484445193062,158.03868235287322,132.56664465750666,139.67174628232428
ArdhaChandrasana,right_ankle_flex,75.31366196044425,17.24718150192666,43.28802164324247,120.37891498139923,70.77874675910526,79.84857716178324
ArdhaChandrasana,left_ankle_flex,69.44787669263752,16.056034997680996,41.14268515493302,107.67910551231857,65.22615749891995,73.6695958863551
ArdhaChandrasana,right_wrist_flex,167.4280265507421,6.423789973440914,145.16380262366485,178.6666870520055,165.73897707923788,169.1170760222463
ArdhaChandrasana,left_wrist_flex,168.0311295184084,4.71492286871474,154.67981231824638,177.31635433061584,166.791403747094,169.2708552897228
ArdhaChandrasana,pelvis_tilt,59.248974461493006,16.20147944810367,28.193305625803003,97.60819405486377,54.98901259901831,63.5089363239677
ArdhaChandrasana,spine_alignment,118.89599494402519,19.01969792549322,74.38453467382041,149.61119913039366,113.89502030723833,123.89696958081205
Parvathasana,right_arm,123.6451217223674,16.42818570998228,76.64697825819275,174.4750109543446,120.45024949307059,126.83999395166423
Parvathasana,left_arm,109.3612928145946,24.948273342729717,56.097662541599874,178.6402160300496,104.50947612109564,114.21310950809357
Parvathasana,right_leg,168.10093836880654,16.32352046999519,57.11989754886027,179.3686738892657,164.92642091723812,171.27545582037496
Parvathasana,left_leg,167.47370040896686,11.999918906724448,106.72704176295998,178.49910734958056,165.140015585474,169.80738523245972
Parvathasana,right_hip,75.30691612747472,33.00599208710876,35.29213276554635,169.20527385365202,68.88807418223061,81.72575807271883
Parvathasana,left_hip,73.07205507188041,32.38250730383602,32.39876148898197,170.68858439120075,66.77446536073157,79.36964478302926
Parvathasana,upper_back,94.35603351634064,24.69868143157088,32.09111821817766,153.23551570022954,89.55275622212142,99.15931081055987
Parvathasana,lower_back,77.16610777059347,36.127591538603056,33.06393240671129,174.9251297920115,70.1401926174718,84.19202292371514
Parvathasana,right_shoulder,133.5212368810376,28.432532186317125,5.516608013095488,176.6333791403448,127.99181877642874,139.05065498564645
Parvathasana,left_shoulder,140.96096943571064,29.34013747949834,20.568060972762343,172.2908484978532,135.25504474677547,146.6668941246458
Parvathasana,hip_width,86.70655681230672,15.925113597216395,47.45522076174361,162.3075508996561,83.6095195570468,89.80359406756664
Parvathasana,shoulder_width,130.739527484188,19.865712801793144,70.78202995626432,158.01217397252455,126.8761420035217,134.60291296485428
Parvathasana,torso_twist,79.13582040761202,11.741917432386543,34.69996869012539,140.0041386897035,76.8523104336145,81.41933038160953
Parvathasana,neck_tilt,127.60756721244846,22.957151695741498,81.60249385391907,173.70345637928946,123.14297399982657,132.07216042507034
Parvathasana,right_ankle_flex,91.2229368749586,21.476983394730013,22.533011046962017,162.38436155906803,87.04619946595803,95.39967428395919
Parvathasana,left_ankle_flex,90.85160825334745,22.38803739042385,25.64858456427969,158.5904290420976,86.49769357342866,95.20552293326624
Parvathasana,right_wrist_flex,132.10722011922485,18.11122579289786,40.47055359262967,167.30157314477847,128.58503858647688,135.6294016519728
Parvathasana,left_wrist_flex,149.75881379629257,16.941733010267615,99.4307111309591,170.3885063124552,146.4640694303474,153.05355816223775
Parvathasana,pelvis_tilt,51.14931485408052,16.26262186406439,21.229628120104064,139.22643598224553,47.98664066191554,54.31198904624551
Parvathasana,spine_alignment,67.94823432493337,23.225092139942973,24.44794897928383,143.20589667656665,63.43153338115985,72.46493526870688
BaddhaKonasana,right_arm,148.84962312042197,10.332206695490765,109.2158403703545,175.51293210159753,146.1805311059449,151.51871513489903
BaddhaKonasana,left_arm,145.36836867517806,9.951662080843692,105.14873118229788,165.85489643387547,142.7975817587349,147.93915559162122
BaddhaKonasana,right_leg,31.62207047240084,10.618540481686649,10.259419907926192,52.92865431003211,28.87901059754949,34.36513034725219
BaddhaKonasana,left_leg,26.557675855467373,9.94535932233439,9.105853751652448,55.27301194852929,23.98851711419552,29.126834596739226
BaddhaKonasana,right_hip,58.75478963077,11.953828503594645,28.174828805513627,84.00731229943887,55.666788282974935,61.84279097856506
BaddhaKonasana,left_hip,60.31349437801548,12.706677237004858,28.912361529065734,86.60266983872435,57.03101157996726,63.59597717606369
BaddhaKonasana,upper_back,145.31230574246942,7.98247999012876,118.69822607024989,161.57473603158974,143.25021250088977,147.37439898404907
BaddhaKonasana,lower_back,97.22913865962285,20.225960060563715,47.11187152612166,147.79270852793275,92.00421913625105,102.45405818299464
BaddhaKonasana,right_shoulder,57.25877899448895,21.420131048724375,20.377917732184923,140.24541587574305,51.725372393539544,62.792185595438355
BaddhaKonasana,left_shoulder,52.39758915542655,21.022420083749235,20.946387957559292,133.26596373267293,46.966922191030136,57.82825611982297
BaddhaKonasana,hip_width,137.82444502380176,11.820053946186215,102.86884090267509,163.04966734677254,134.77100130860563,140.87788873899788
BaddhaKonasana,shoulder_width,90.02505248899071,6.991122788017382,73.11164973340458,109.94933713333833,88.21905396847433,91.83105100950709
BaddhaKonasana,torso_twist,82.71722847497482,9.376552481794963,42.92895206496411,112.04189080073913,80.29500812165898,85.13944882829065
BaddhaKonasana,neck_tilt,148.86007722885043,8.659599713261475,118.19204682885906,165.54323174210154,146.62306541477966,151.0970890429212
BaddhaKonasana,right_ankle_flex,104.74807890340193,16.80250575357395,45.519543962235396,141.5514337113061,100.40753140451754,109.08862640228632
BaddhaKonasana,left_ankle_flex,106.06760758629088,18.289588787013315,50.01146475526147,151.28347032587143,101.34290580493848,110.79230936764327
BaddhaKonasana,right_wrist_flex,158.91920349521533,6.261882902828751,147.5420663068297,175.16222114078505,157.30158761275095,160.5368193776797
BaddhaKonasana,left_wrist_flex,156.88942974866282,8.030338755833556,129.95129201921287,175.4636897499323,154.8149732769301,158.96388622039555
BaddhaKonasana,pelvis_tilt,67.89438448470655,8.47642731546459,33.25624072117011,82.7132582672656,65.70469111853768,70.08407785087542
BaddhaKonasana,spine_alignment,132.5905331262122,8.892663363644724,110.38956615717487,151.38499839162492,130.29331458705002,134.88775166537437
Vrukshasana,right_arm,140.21661298493777,15.229906698440422,104.80443817596822,169.84342831529963,136.17557480004203,144.2576511698335
